inst_id,OC,sido,sgg,openDate,bedCount,instkind,revenue1,salescost1,sga1,salary1,noi1,noe1,interest1,ctax1,profit1,liquidAsset1,quickAsset1,receivableS1,inventoryAsset1,nonCAsset1,tanAsset1,OnonCAsset1,receivableL1,debt1,liquidLiabilities1,shortLoan1,NCLiabilities1,longLoan1,netAsset1,surplus1,revenue2,salescost2,sga2,salary2,noi2,noe2,interest2,ctax2,profit2,liquidAsset2,quickAsset2,receivableS2,inventoryAsset2,nonCAsset2,tanAsset2,OnonCAsset2,receivableL2,debt2,liquidLiabilities2,shortLoan2,NCLiabilities2,longLoan2,netAsset2,surplus2,employee1,employee2,ownerChange
303,open,gyeongnam,32,20071126,54,hospital,12253802464,668054266,10593491560,5985061274,316745396,876490991,207529356,0,432511043,4227727365,4222704735,332260249,5022630,10291481411,9940460649,348647202,0,9437916643,443866269,0,8994050374,7.44E+09,5081292133,0,12392473306,747015211,10048092888,5564047504,48705671,1045226228,231817366,0,600844650,4514477586,4510080036,244482901,4397550,10486042053,10151286511,331195202,0,10328184049,1425578555,0,8902605494,7512550000,4672335590,0,184,173,same
304,open,gyeongnam,32,19980420,39,nursing_hospital,7844882620,0,7580377083,3590314890,18142753,2600000,0,38615720,241432570,2850048747,2789737288,250000,60311459,3595462835,3555308965,40153870,0,1156548029,588869013,0,567679016,0,5288963553,0,7734403235,0,6898657462,3482767360,18171830,2538331,38331,157275320,694103952,2599563880,2539716734,5.00E+05,59847146,3714706270,3651552400,63153870,0,1266739167,685239252,0,581499915,0,5047530983,0,80,80,same
305,open,jeonnam,33,20140127,150,nursing_hospital,5717200250,336190853,5087205474,2745445259,80103616,373016309,368572919,0,891230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6206484636,326042508,5340660145,2728304169,14024602,690775789,173390583,0,-136969204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,same
306, close,jeonnam,33,19990603,66,nursing_hospital,22330305917,848465677,18492554091,12322408350,423628901,1304816893,417949094,415894516,1692203641,18292922272,18184287157,3728960464,108635115,13076229994,12656386688,312415620,0,15827363792,12859729048,0,2967634744,0,15541788474,0,22395094765,849208518,18055026392,11388845170,483447584,1574477731,571079590,553752070,1846077638,17088185795,17018788324,3084698893,69397471,12393573118,11730061607,310415620,0,15632174080,12881803375,0,2750370705,0,13849584833,0,NA,NA,NA
308,open,seoul,36,20160526,0,clinic,912525500,58241510,1012169282,525482974,86808,22499097,22251498,169660,-180467241,102994778,97973028,0,5021750,2402643969,2402543969,1.00E+05,0,1006269105,287415873,0,718853232,718853232,1499369642,0,942538917,60017715,947897271,623085088,4493491,14280539,14269275,0,-75163117,75168386,70650226,55470,4518160,2640662175,2640662175,0,0,1035993678,307547405,0,728446273,728446273,1679836883,0,16,15,change
309, close,seoul,36,20141226,0,clinic,912525500,58241510,1012169282,525482974,86808,22499097,22251498,169660,-180467241,102994778,97973028,0,5021750,2402643969,2402543969,1.00E+05,0,1006269105,287415873,0,718853232,718853232,1499369642,0,942538917,60017715,947897271,623085088,4493491,14280539,14269275,0,-75163117,75168386,70650226,55470,4518160,2640662175,2640662175,0,0,1035993678,307547405,0,728446273,728446273,1679836883,0,16,15,change
311,open,choongnam,37,20140310,132,nursing_hospital,5114477911,397709572,4059437181,1652618232,121632016,13668705,0,0,765294469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4538536290,260642738,4365044344,1801854733,25298104,15162817,0,0,-77015505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,88,same
312,open,choongnam,37,20130612,359,nursing_hospital,6810866759,0,6070665618,3354320790,149673702,474302564,21730304,45861360,369710919,1655341948,1650763948,545074000,4578000,3772044670,3712187837,15210000,0,1770147793,445927834,0,1324219959,7.00E+08,3657238825,0,5902588736,0,5364694225,2965122670,125486730,352159914,25748793,37610940,273610387,798438177,795422777,495163300,3015400,4181556259,3949346259,200210000,0,1605538662,391038263,0,1214500399,7.00E+08,3374455774,0,102,102,same
313,open,choongnam,37,20080403,181,nursing_hospital,6022897430,0,5731404444,3457027408,13816616,109873778,100155378,0,195435824,2733403783,2722132805,0,11270978,4152961568,3960215568,192746000,0,3638414360,511012058,0,3127402302,2.70E+09,3247950991,1245761391,5870232340,0,5647585477,3262464389,15284589,101855382,83122780,16579350,119496720,2691376283,2680604285,0,10771998,4075275568,3905529568,169746000,0,3714136684,504734382,0,3209402302,2.78E+09,3052515167,1050325567,100,100,same
314,open,choongnam,37,20080110,96,nursing_hospital,3617018150,182791341,3168632669,2009260600,3995975,74820522,73150400,21785193,172984400,781476480,775279480,0,6197000,4096044348,3110556348,6.00E+06,0,2450797797,165816357,0,2284981440,2284981440,2426723031,0,3349896660,142431977,2891425889,1691989430,44477,259716310,67397175,31805230,24561731,901499174,893253174,0,8246000,4188463001,3199975001,9.00E+06,0,2334207234,114857014,0,2219350220,2219350220,2755754941,0,65,65,same
315,open,jeonnam,38,20140924,80,nursing_hospital,2332888550,328597790,1897648096,1138795770,5822171,50925822,50664742,7278912,54260101,712353513,680651243,632065141,31702270,4051313701,4051313701,0,0,1520959116,291959116,0,1.23E+09,1.23E+09,3242708098,239515288,2085095260,254247132,1700677379,1183912731,1046321,83046776,32925976,5292770,42877524,495580208,459677478,420990949,35902730,3821428777,3821428777,0,0,1227102655,127102655,0,1.10E+09,1.00E+09,3089906330,86713520,39,38,change
316,open,jeonnam,38,20030519,50,nursing_hospital,5524218104,0,5446774518,3136901296,16718613,74969425,74460582,37401140,-18208366,1305302510,1174842481,1071459236,130460029,4680289253,4680289253,0,0,3002753468,269242505,0,2733510963,2339186503,2982838295,2794459345,6294597046,0,5967703061,3298759475,13437904,90821791,88988081,26174570,223335528,1566756303,1516666897,1416650312,50089406,4536172558,4536172558,0,0,3059887345,108606838,0,2951280507,2514951573,3043041516,2854662566,69,70,same
317,open,daegu,40,20070104,189,general_hospital,41103970120,0,35309191904,14557664830,984129575,750475285,242216292,1762962000,4265470506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38884703100,0,31913166268,13730437250,2090440965,2768636006,264003427,1285656840,5007684951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,211,same
318,open,daegu,42,20020304,150,hospital,21560053503,2966155185,17606296610,7900977255,6683134,347359426,306401676,0,646925416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17932738189,2195199434,14524326269,6253624943,3589154,307996522,306696522,0,908805118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,135,same
319,open,daegu,44,19980507,134,nursing_hospital,3634865780,0,2750632072,1453742920,733292,69238619,66339342,140852850,674875531,2191023225,2182779625,0,8243600,4070057529,4005131046,16126750,0,2484146420,44226982,0,2439919438,2439919438,3776934334,1056194334,3072259480,0,2447532924,1162735560,4272789,76585674,74008203,5746970,546666701,1146115045,1138952645,0,7162400,4161471956,4096545473,16126750,0,2205528198,65604140,0,2139924058,2139924058,3102058803,381318803,54,53,same
320,open,daejeon,49,20100519,193,nursing_hospital,5139874046,425257616,3956356852,2348010879,169393110,420333030,28072696,56780570,450539088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4974953429,280640239,3897815211,2265056515,188587794,532679007,50222017,56695910,395710856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,same
321,open,daejeon,49,19871211,50,hospital,0,0,68217740,0,175263,0,0,0,-68042477,369446461,368944087,338952500,502374,5968101548,5846511548,0,0,35751750,35751750,0,0,0,6301796259,0,0,0,62255630,0,2232883,15700981,0,0,-75723728,437486038,436983664,410452500,502374,5968101548,5846511548,0,0,35751750,35751750,0,0,0,6369835836,0,1,1,same
322,open,daejeon,50,20071113,134,nursing_hospital,5179856800,910527771,4009255929,1794018830,17866507,98493482,62079310,6220386,173225739,3059885510,3056879000,2123853481,3006510,3518877016,3474455996,44421020,0,2249563644,497563644,0,1.75E+09,1.75E+09,4329198882,0,4659924920,809546421,3645651437,1691495140,1297956,105664653,63430209,6310290,94050075,2870991421,2865958309,2232942951,5033112,3716991803,3634546443,82445360,0,2432010081,680010081,0,1.75E+09,1.75E+09,4155973143,0,63,67,same
323,open,daejeon,50,20060414,298,nursing_hospital,6273341294,336456498,5722357235,3489773125,6041465,109412721,102599597,0,111156305,1578637944,1575373444,509170960,3264500,4779910899,4704189959,0,0,2780394878,627429048,0,2152965830,1.50E+09,3578153965,1299480565,5978234207,293565195,5325923913,3168721690,61180400,70604997,40823581,9471270,339849232,2071429529,2068444959,0,0,4863824672,4833672825,0,0,2687733780,511234104,0,2176499676,1.50E+09,4247520421,1968847021,88,77,change
324,open,seoul,51,20000929,19,hospital,1.04E+11,18940593910,81339952123,36688034110,631221521,84140691,0,2808883191,970982375,39251702540,37600054201,9897251698,1651648339,1.14E+11,66585451756,1348274440,0,14291059131,6618256131,0,7672803000,0,1.39E+11,1.34E+11,93240693573,18069090177,56468796950,32987437020,2254292183,7895816635,0,2790916274,10270365720,29607598587,27823353627,2621615493,1784244960,1.01E+11,58295374061,1218766990,0,57362540923,5858657296,0,51503883627,0,73539391293,68527297093,426,393,change
325,open,seoul,52,20081231,16,clinic,43116940,20143658,398077071,1.26E+08,241591,4123400,0,0,-378985598,17700750,17700750,3870760,0,4813897974,4812929974,968000,0,353345888,343445888,0,9900000,0,4478252836,0,47626240,27270214,354557436,117041930,222707747,27740791,0,0,-139234454,20018667,20018667,39300,0,5234232885,4943241885,290991000,0,397013118,397013118,0,0,0,4857238434,0,4,6,same
327,open,jeonnam,53,19990309,340,general_hospital,211585330,0,37945056,0,0,0,0,0,173640274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,,same
328,open,gyeongbuk,54,19810605,545,general_hospital,370551475,362099268,0,0,0,0,0,0,8452207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379212677,377944792,0,0,0,0,0,0,1267885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,350,same
329,open,choongnam,55,20070608,82,nursing_hospital,1371673098,88850663,1479982648,845358303,18988948,91100861,90514225,0,-269272126,295647013,295647013,283629961,0,5388442691,5386442691,2.00E+06,0,2029169902,450169902,0,1.58E+09,1.58E+09,3654919802,0,2003883826,139243217,1790214647,1274776978,8362186,80938625,79109329,0,1849523,391237052,351112912,333074285,40124140,5555174960,5553174960,2.00E+06,0,2022220084,312220084,1.20E+08,1.71E+09,1.71E+09,3924191928,0,32,42,same
331,open,choongbuk,57,20081114,199,nursing_hospital,5317680322,0,4684074465,2674893000,5347078,104635951,90439291,0,534316984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5342572290,0,4876164784,2549145670,4969047,107215023,81880683,0,364161530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,75,same
332,open,busan,60,20100809,84,nursing_hospital,2218020711,209581193,1957999248,1456995590,10188871,45791068,45187036,1633010,13205063,839045268,836544019,657747816,2501249,2338077257,2225383497,2250000,0,1589534408,189534408,0,1.40E+09,1.40E+09,1587588117,0,2043681890,207134699,1787959860,1376985170,6639587,40843441,40096155,3172010,11211467,677101838,674863196,542974756,2238642,2233147933,2198052947,2250000,0,1336278399,236278399,0,1.10E+09,1.10E+09,1573971372,0,46,46,same
333,open,busan,61,20020422,146,hospital,34642075179,2072919045,31743968435,16542755035,266919878,140231539,65413820,116768240,835107798,5049599593,4711923993,2386690920,337675600,14579114490,11081185300,3246990000,0,11684950171,8188638327,0,3496311844,1.76E+09,7943763912,0,32999609917,1962861289,30182278912,15329690614,495028816,686848862,95791028,6.00E+07,602649670,4314969558,3983739436,2042762160,331230122,14110819212,11602969212,2502850000,0,11305110056,7623087699,0,3682022357,2.26E+09,7120678714,0,307,307,same
335,open,busan,62,20100423,194,nursing_hospital,9415617490,0,8968913624,5677301293,131414973,559742865,67442885,89043270,-70667296,2201031755,2201031755,1376992103,0,7257672915,5275394718,5.00E+08,0,5791812668,1152504760,0,4639307908,2.04E+09,3666892002,1239850236,9556086350,0,8847120004,5493770718,125568389,645188834,46754914,210419010,-21073109,1815022642,1815022642,1164451157,0,6868778499,5124337672,5.00E+08,0,4946241843,689785015,0,4256456828,2.08E+09,3737559298,1310517532,193,170,same
338,open,busan,62,19990401,0,nursing_hospital,3880361965,212957367,3645669140,2279279579,0,0,0,0,21735458,6143056202,6121472776,556948696,21583426,131670247,53176281,1079320,0,1926987508,626987508,0,1.30E+09,0,4347738941,0,4043196960,223600700,3573913541,2237227864,26641424,4768947,1350822,35669820,231885376,1581387312,1557361881,559399481,24025431,2417286648,2338407470,1079320,0,727550959,413212918,0,314338041,0,3271123001,0,62,60,same
339,open,busan,63,20140106,121,nursing_hospital,3160360223,0,2742246299,1705100965,13058289,151071207,150632458,0,280101006,770510597,760668097,271062718,9842500,5403358727,5348357765,4.70E+07,0,4207848577,442848577,0,3.77E+09,3.68E+09,1966020747,51569603,114227690,0,99705311,56978455,1189903,11285120,11283752,0,4427162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,75,same
340,open,busan,64,20090204,172,hospital,19725085165,1716538905,17778735281,9649540693,376137810,342895646,19925646,257856180,5196963,2483615080,2324423314,1270292384,98668216,11417915427,11179035427,236880000,0,5573847775,3720521599,0,1853326176,0,8327682732,4013980311,19158275420,1963094627,16820890703,8897591080,266988411,303232156,1413686,65830540,272215805,2711519423,2599050619,862042787,108753764,11360996745,11032336745,325660000,0,5750030399,4005822399,5.20E+08,1744208000,0,8322485769,4008783348,202,185,same
342,open,busan,67,20150508,231,nursing_hospital,8683194167,0,7801103612,4298767407,39408040,561471536,160036631,66994150,293032909,1887124205,1887124205,1389278621,0,9185112347,8829804347,3.90E+07,0,5774177718,700177718,0,5.07E+09,4.85E+09,5298058834,0,7508157891,0,6734535491,3723247313,2614490,306853610,164034630,14450462,454932818,1648878328,1648878328,791364773,0,9660197542,9301653542,3.90E+07,0,6304049945,1454049945,0,4.85E+09,4.85E+09,5005025925,0,142,80,same
344,open,busan,68,20031201,0,clinic,684550260,0,561935625,301400000,8067090,2748281,1364824,18640111,109293333,1332665086,1331506704,62436350,0,772105779,502105779,2.70E+08,0,95280871,94910871,0,370000,0,2009489994,0,774560815,0,756096906,363830000,15339220,4402666,617047,8050806,21349657,1172967732,1171014420,49160437,0,796808527,526808527,2.70E+08,0,69579598,69209598,0,370000,0,1900196661,0,11,8,same
345,open,busan,69,20170420,0,traditional_clinic,684550260,0,561935625,301400000,8067090,2748281,1364824,18640111,109293333,1332665086,1331506704,62436350,0,772105779,502105779,2.70E+08,0,95280871,94910871,0,370000,0,2009489994,0,774560815,0,756096906,363830000,15339220,4402666,617047,8050806,21349657,1172967732,1171014420,49160437,0,796808527,526808527,2.70E+08,0,69579598,69209598,0,370000,0,1900196661,0,NA,NA,NA
347,open,busan,72,19920930,46,hospital,24902239589,0,20754401915,9124568740,1260066039,2201163603,0,751876410,2454863700,17426198419,17188730918,4.30E+07,237467501,20204004977,17821794609,2089574158,0,11298983522,1269737818,0,10029245704,0,26331219874,0,22632264435,0,18746525315,8619776530,1208397057,1949095880,0,658145094,2486895203,14901654498,14712195301,4.30E+07,189459197,19154432932,17497628774,1656804158,0,10179731256,1265216305,0,8914514951,0,23876356174,0,123,118,same
349,open,gyeongnam,75,20100430,217,hospital,31228245310,8493209446,20522064521,13260001610,1056240724,203213871,76872540,626731120,2439267076,9398524773,9186045483,0,212479290,10933048319,9998425755,163225000,0,8347351629,6001141629,0,2346210000,2146197000,11984221463,0,27647348219,7959556236,18260011267,11796516910,1082696920,413537669,120736670,521552080,1575387887,7683537213,7495493594,0,188043619,10821079360,9839249671,144720000,0,8959662186,5828486186,7.30E+07,3131176000,2931163000,9544954387,0,230,230,same
350,open,seoul,79,19970728,0,clinic,90657337791,34110346410,51275591198,18373206448,249110359,650564731,0,913862494,3956083317,41559467402,39491703838,2095708943,2067763564,15617505806,4037984019,3740957990,0,28678713715,20393868777,0,8284844938,0,28498259493,688141168,83017624455,29594034173,47199122378,17646935544,257981422,498529730,0,1739948087,4243971509,39842477213,38030254902,1594697632,1812222311,13978404809,3600658183,3474638990,0,29429836204,19487380024,0,9942456180,0,24391045818,537010810,435,411,same
351,open,gyeonggi,80,20040204,22,hospital,5078418480,991572261,4064323780,2840441447,42020699,39903758,504763,2765855,21873525,1372133679,1312807479,1655958,59326200,2386537960,2318993210,5.00E+07,0,758594349,609244349,0,149350000,0,3000077290,0,5223385300,924971322,4092223634,3027746198,87973639,19644534,15847064,33742440,240777009,1496741280,1427056270,20978058,69685010,2479445642,2302493210,5.00E+07,0,997983157,629882763,0,368100394,2.00E+08,2978203765,0,48,48,same
352,open,gyeonggi,80,19980328,523,general_hospital,1.41E+11,42200188968,1.03E+11,64035593950,2425593647,2517221749,0,155935820,-4696700774,26642193977,25475995897,14092571696,1166198080,1.56E+11,1.56E+11,0,0,68592442980,20220594605,0,48371848375,0,1.14E+11,0,1.37E+11,42394490989,98378400364,61279110456,2762805922,1607208762,0,14371980,-2397524609,20345931330,19315460156,12245384197,1030471174,1.64E+11,1.63E+11,0,0,58746909780,18071755767,0,40675154013,0,1.25E+11,0,1200,1200,change
353,open,gyeonggi,81,20040303,255,general_hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,244,same
354,open,gyeonggi,82,20040422,14,clinic,4639142118,0,4152333613,2434251548,20861577,301129796,97144021,8881100,197659186,1296812887,1292956887,455873903,3856000,3441707066,2965507546,476193520,0,3573312133,446175930,0,3127136203,2798330000,1165207820,0,3988966779,0,3846940201,2293759798,19899552,64731681,50845571,8931160,88263289,667617695,663659695,424719029,3958000,3553309128,3093076128,460227000,0,3253378189,172306538,0,3081071651,2.84E+09,967548634,0,43,43,same
355,open,sejong,85,20050223,180,nursing_hospital,4629581758,0,4454414584,2225947670,50483183,165494312,108300237,107720,60048325,875327728,875327728,728829250,0,11042970068,10979210068,53200000,0,4298669054,723669054,0,3.58E+09,3.33E+09,7619628742,0,4614369739,0,4405353878,2260530325,62115874,216112580,125215984,236170,54782985,875982385,875982385,785366070,0,11076796517,11010396517,53200000,0,4393198485,695198485,0,3.70E+09,3.45E+09,7559580417,7559580417,73,75,change
356,open,gangwon,86,20100405,193,general_hospital,9.00E+06,0,4070430,0,0,0,0,0,4929570,235340,235340,235340,0,339411005,339411005,0,0,0,0,0,0,0,339646345,0,1454544,0,4070430,0,0,0,0,0,-2615886,476500,476500,476500,0,343481435,343481435,0,0,0,0,0,0,0,343957935,0,211,187,change
357,open,gyeonggi,90,19830518,339,general_hospital,62119468063,0,61961288974,31038578546,2351451268,207654215,19451740,239284900,2062691242,34554286094,33657227071,296239299,897059023,27308429271,23131276536,4177152735,0,19102090043,14434643703,0,4667446340,1.39E+09,42760625322,109305447,60862613021,0,58290961684,29681246275,3001145594,1958862922,12117362,365454050,3248479959,34310061979,33333700634,16342538605,976361345,23463619279,23079057659,384561620,0,17075747178,14629552987,0,2446194191,5.00E+08,40697934080,109305447,575,540,same
358,open,gyeonggi,90,19820110,24,hospital,4271967414,705092247,3602863730,2619078640,163060439,162997002,163614,11538090,-47463216,1087581285,991476994,582042687,96104291,10881052682,10803514882,23537800,0,1790009782,378697894,0,1411311888,0,10178624185,0,4267219800,755675328,3368545504,2346229480,143331085,183705065,616541,12204890,90420098,1085092264,1016356658,645008347,68735606,11038110063,10972572263,23537800,0,1897114926,444638723,0,1452476203,0,10226087401,0,44,45,same
359,open,gyeonggi,92,20140214,137,nursing_hospital,2619102276,0,2522123535,1499649768,29118,75853884,73453884,0,21153975,885808063,835543016,535231390,50265047,5304495636,5294395636,10100000,0,2504671389,1164671389,0,1.34E+09,1.34E+09,3685632310,1079232310,2334523080,0,2226969023,1281907837,1336040692,30206542,25023182,0,1413388207,659596127,608299253,303824831,51296874,5283019636,5272919636,10100000,0,1063537428,371621978,0,691915450,691915450,4879078335,1058078335,42,42,same
360,open,jeonnam,93,20140519,24,hospital,787656250,0,716005805,343902800,7939,22481207,22481207,1303520,47873657,68757088,68757088,59780980,0,1142391871,1112391871,3.00E+07,0,512383936,30169780,0,482214156,482214156,698765023,0,755667749,0,709368944,280342000,14797,20243065,20243065,1053320,25017217,54579831,54579831,46709070,0,1209114429,1179114429,3.00E+07,0,1130002894,2103450,0,1127899444,495499444,133691366,0,9,9,change
361,open,choongnam,94,20121204,143,nursing_hospital,3482731707,152412981,3172634217,1644365564,55469675,190357874,79841079,0,22796310,830036676,816094106,479762133,13942570,3956506429,3861961475,24200000,0,2327395560,345395560,0,1.98E+09,1.94E+09,2459147545,0,3358097211,142100205,3162317135,1543229647,62730014,81500965,80975939,0,34908920,777955614,770797994,489101280,7157620,3820544690,3731984178,37696000,0,2162149069,272149069,0,1.89E+09,1.86E+09,2436351235,0,50,50,same
362,open,choongnam,94,19861212,50,nursing_hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,89,same
363,open,gyeongbuk,95,20141219,0,clinic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,open,gyeongbuk,95,20051101,154,nursing_hospital,8834885882,252471989,6669097337,4367992700,77818626,1912073772,70877787,17324330,61737080,3562733104,3541150515,11469688,21582589,3043794830,2843348430,200446400,0,5000456151,357613863,0,4642842288,2.20E+09,1606071783,576137783,8628820705,201637113,6296045200,3988666060,62149732,2125388927,75075350,22862750,45036447,3679680145,3664565357,0,15114788,3157047875,2958801475,198246400,0,5266365967,194774607,0,5071591360,2.05E+09,1570362053,540428053,177,166,same
365,open,gyeonggi,97,19940316,247,hospital,21805125517,0,22246850049,12141758290,269020614,158833018,106981268,0,-331536936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21176869736,0,21203992533,11288762475,234337670,163959827,116732472,3943370,39311676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,same
366, close,gyeonggi,98,20170120,0,traditional_clinic,7162790357,875894383,5387361747,2654961482,76357947,312188211,289749590,0,663703963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5061719833,649215654,4617804424,2086793510,137085864,1289228510,439264394,0,-1357442891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,70,same
367,open,gyeonggi,98,20090507,4,clinic,7162790357,875894383,5387361747,2654961482,76357947,312188211,289749590,0,663703963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5061719833,649215654,4617804424,2086793510,137085864,1289228510,439264394,0,-1357442891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,70,same
369,open,gangwon,100,20020123,39,hospital,3007768517,1197756081,2258240148,1775322200,611489427,52796570,52076570,0,110465145,944324749,806513466,478239231,137811283,2105344294,1999415782,100700000,0,1898374697,359074697,0,1539300000,1539300000,1151294346,359919226,2890535680,1210111803,2202888922,1781860480,672171687,54856125,51537693,0,94850517,793080384,738184384,517202447,54896000,2107922280,2001993768,100700000,0,1883430094,531520094,2.00E+08,1351910000,1201910000,1017572570,226197450,NA,NA,NA
371,open,gyeongnam,101,19990806,0,nursing_hospital,11981613146,0,10778762060,5889179684,270936463,35747361,25169421,358826341,1079213847,7137712327,7133299827,1382799526,0,8263375004,8261381194,1993810,0,2961595179,1346883870,0,1614711309,709930000,12439492152,0,11964446099,0,10179835447,5742172446,256737920,37063030,30517760,418081440,1586204102,6690253728,6684753949,1430742782,0,7945161978,7939121978,6040000,0,3275137401,1182463009,0,2092674392,1106170000,11360278305,0,153,153,same
372,open,gyeonggi,102,20140514,40,traditional_hospital,3279694180,177914503,2569054545,1508745107,132188702,224305160,118211730,139778125,300830549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2916648492,256858424,2272856304,1265662945,89762165,115391267,115086587,3847195,357457467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,33,same
373,open,gyeonggi,104,20040916,136,nursing_hospital,5244736380,0,5294404031,2805394020,124366120,73052162,4555502,0,1646307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5076491838,0,5037594400,2641897311,101827555,36851334,6518270,0,103873659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,88,same
375,open,seoul,109,19920801,52,hospital,53234305841,10780702166,33180269926,20529773655,3541611734,7728744447,0,1120280500,3965920536,23389734338,22905359985,34670620,484374353,46154796203,27674644895,2085825139,0,32619783048,3785926638,0,28833856410,0,36924747493,30688991419,47120530797,9190808477,30672345733,18426549255,3069046582,6231186425,0,884877626,3210359118,17646907432,17159332631,6456510,487574801,44364970970,27647371975,2085855139,0,29053051445,3319973664,0,25733077781,0,32958826957,26723070883,373,330,same
376,open,gyeongbuk,111,19880217,45,hospital,2746590949,469851883,3343374085,1332867266,497155413,440206070,343937252,0,-1009685676,1228000764,1167436299,5.90E+07,60564465,49426460385,49373263314,0,0,51855575683,567469338,0,51288106345,32561472110,-1201114534,137534477,3101382918,595909668,2728327440,1197632130,373902919,354076561,269191435,0,-203027832,6590145594,6542365423,2.00E+05,47780171,47330080180,47326370775,0,0,52105380339,677393328,0,51427987011,32561472110,1814845435,137534477,30,30,change
378,open,gyeongbuk,114,20111018,145,nursing_hospital,4093586160,0,4366257339,2799097617,48560220,146688906,142624620,0,-370799865,379716080,363801822,0,15914258,4903673544,4878173544,25500000,0,4895774271,2417774271,0,2.48E+09,2.36E+09,387615353,0,4442416360,0,4134914135,2772687225,65492102,155436981,140386347,1006880,216550466,547196936,517592922,0,29604014,4891235936,4869235936,2.20E+07,0,4680017654,2516017654,0,2.16E+09,2.04E+09,758415218,0,86,88,change
379,open,choongbuk,117,20111207,152,nursing_hospital,3252111902,0,3121026860,1716700830,60409310,106643852,106643637,3542990,81307510,1818668292,1818668292,355815170,0,3707164923,3578563605,0,0,2540119609,307411609,0,2232708000,2232708000,2985713606,0,2986874757,0,2783862483,1527477530,47151898,125204344,113314463,0,124959828,1633938532,1633938532,467903553,0,3767919211,3669497715,10713000,0,2497451647,93743647,0,2403708000,2403708000,2904406096,0,57,50,same
381,open,jeonbuk,118,20041202,88,nursing_hospital,2350015140,64488661,2194768018,1278552280,1858200,29461424,11261254,2853978,60301259,837787026,816426814,0,21360212,2807975408,2700123623,107851785,0,2234738118,734636032,0,1500102086,1.41E+09,1411024316,0,2266804320,85236952,928506629,114974350,1996900,23062765,11261254,1201322,1230793552,511745227,510812234,6185000,932993,2799591862,2781740077,17851785,0,1953624037,243133046,0,1710490991,1609127651,1357713052,0,46,46,same
383,open,ulsan,125,20160826,176,hospital,54140293892,0,45806838278,22707446304,246996963,1756385848,707451720,911707170,5912359559,21079663358,20743704929,0,335958429,46302910399,43696561689,607348710,0,43074406247,18899139806,0,24175266441,15901660000,24308167510,4707295451,40190167205,0,32327097903,15979024124,496220620,4585309106,477335528,0,3773980816,19483145443,19223120630,30355690,260024813,41732696764,39156022781,485510000,0,44489254507,13932215251,3.25E+09,30557039256,22860300000,16726587700,4707295451,436,216,same
